From study-source & pulse info,,Record-level information (data),,,,,,,,,,,,,,
Study ID,Pulse ID,Time relative to pulse,Time relative to pulse unit,Variable,Mean,Units,SD,SD type,N,Sample unit,Figure/Table source,Measurement method,Measurement timing,soilm depth,soilm depth units,Notes
807,9,0.027932961,hr,rsoil,0.057446809,g m-2 hr-1,0.019148936,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,9,0.30726257,hr,rsoil,0.367021277,g m-2 hr-1,0.060638298,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,9,0.502793296,hr,rsoil,0.344680851,g m-2 hr-1,0.146808511,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,9,1.005586592,hr,rsoil,0.277659574,g m-2 hr-1,0.111702128,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,9,2.039106145,hr,rsoil,0.20106383,g m-2 hr-1,0.044680851,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,9,4.972067039,hr,rsoil,0.063829787,g m-2 hr-1,0.019148936,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,9,23.88888889,hr,rsoil,0.054255319,g m-2 hr-1,0.018961202,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,9,48.33333333,hr,rsoil,0.04787234,g m-2 hr-1,0.018995335,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,9,0.332225914,hr,soil water content gravimetric,0.702702703,%,0.210899424,SE,3,plot/collar,Figure 1,,,4,cm,
807,9,1.328903654,hr,soil water content gravimetric,4.810810811,%,0.821739773,SE,3,plot/collar,Figure 1,,,4,cm,
807,9,5.315614618,hr,soil water content gravimetric,1.513513514,%,0.202038104,SE,3,plot/collar,Figure 1,,,4,cm,
807,9,24.25249169,hr,soil water content gravimetric,1.027027027,%,0.098065278,SE,3,plot/collar,Figure 1,,,4,cm,
807,9,48.33887043,hr,soil water content gravimetric,0.594594595,%,0.212080933,SE,3,plot/collar,Figure 1,,,4,cm,
807,10,0.055865922,hr,rsoil,0.05106383,g m-2 hr-1,0.012765957,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,10,0.251396648,hr,rsoil,0.555319149,g m-2 hr-1,0.086170213,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,10,0.502793296,hr,rsoil,0.373404255,g m-2 hr-1,0.118085106,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,10,0.977653631,hr,rsoil,0.226595745,g m-2 hr-1,0.038297872,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,10,2.011173184,hr,rsoil,0.10212766,g m-2 hr-1,0.025531915,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,10,4.972067039,hr,rsoil,0.044680851,g m-2 hr-1,0.003191489,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,10,23.88888889,hr,rsoil,0.05106383,g m-2 hr-1,0.018978268,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,10,48.05555556,hr,rsoil,0.04787234,g m-2 hr-1,0.018995335,SE,3,plot/collar,Figure 1,"PPsystems, EGM-4",,,,
807,10,0.166112957,hr,soil water content gravimetric,0.756756757,%,0.264953478,SE,3,plot/collar,Figure 1,,,4,cm,
807,10,1.162790698,hr,soil water content gravimetric,2.216216216,%,0.406734603,SE,3,plot/collar,Figure 1,,,4,cm,
807,10,5.149501661,hr,soil water content gravimetric,0.864864865,%,0.154482351,SE,3,plot/collar,Figure 1,,,4,cm,
807,10,24.41860465,hr,soil water content gravimetric,0.594594595,%,0.212080933,SE,3,plot/collar,Figure 1,,,4,cm,
807,10,48.17275748,hr,soil water content gravimetric,0.702702703,%,0.37483385,SE,3,plot/collar,Figure 1,,,4,cm,
150,1,0,hr,soil water content gravimetric,5.034965035,%,0.798368298,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,1,0.5,hr,soil water content gravimetric,24.8951049,%,2.327117327,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,1,2,hr,soil water content gravimetric,18.46153846,%,4.594017094,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,1,4,hr,soil water content gravimetric,19.86013986,%,3.195415695,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,1,24,hr,soil water content gravimetric,13.61111111,%,1.036776213,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,1,48,hr,soil water content gravimetric,11.94444444,%,0.449921753,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,2,0,hr,soil water content gravimetric,26.76056338,%,3.026670662,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,2,0.5,hr,soil water content gravimetric,29.57746479,%,3.897712516,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,2,2,hr,soil water content gravimetric,23.94366197,%,9.531515333,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,2,4,hr,soil water content gravimetric,26.76056338,%,8.416741584,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,2,24,hr,soil water content gravimetric,19.72222222,%,3.939749609,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,2,49,hr,soil water content gravimetric,19.44444444,%,2.809076682,SE,8.5,plot/collar,Figure 4,,,,,N=8-10
150,1,0,hr,reco,273.6842105,mg m-2 h-1,23.75168691,SE,14,plot/collar,Figure 4,"PPsystems, EGM-2",,,,N=12-16
150,1,0.5,hr,reco,382.4561404,mg m-2 h-1,24.38146649,SE,14,plot/collar,Figure 4,"PPsystems, EGM-2",,,,N=12-16
150,1,2,hr,reco,340.3508772,mg m-2 h-1,22.0422852,SE,14,plot/collar,Figure 4,"PPsystems, EGM-2",,,,N=12-16
150,1,4,hr,reco,340.3508772,mg m-2 h-1,28.87989204,SE,14,plot/collar,Figure 4,"PPsystems, EGM-2",,,,N=12-16
150,1,24,hr,reco,281.7391304,mg m-2 h-1,30.54157132,SE,14,plot/collar,Figure 4,"PPsystems, EGM-2",,,,N=12-16
150,1,48,hr,reco,281.7391304,mg m-2 h-1,34.05034325,SE,14,plot/collar,Figure 4,"PPsystems, EGM-2",,,,N=12-16
150,2,0,hr,reco,0,mg m-2 h-1,3.47826087,SE,14,plot/collar,Figure 4,"PPsystems, EGM-2",,,,N=12-16
150,2,0.5,hr,reco,13.91304348,mg m-2 h-1,10.43478261,SE,14,plot/collar,Figure 4,"PPsystems, EGM-2",,,,N=12-16
150,2,2,hr,reco,6.956521739,mg m-2 h-1,3.41E-13,SE,14,plot/collar,Figure 4,"PPsystems, EGM-2",,,,N=12-16
150,2,24,hr,reco,71.79487179,mg m-2 h-1,56.90078038,SE,14,plot/collar,Figure 4,"PPsystems, EGM-2",,,,N=12-16
150,3,0,hr,soil water content gravimetric,6,%,1.213114754,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,3,0.5,hr,soil water content gravimetric,15.66666667,%,1.710382514,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,3,2,hr,soil water content gravimetric,14,%,1.409836066,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,3,4,hr,soil water content gravimetric,13,%,0.770491803,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,4,0,hr,soil water content gravimetric,3,%,0.704918033,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,4,0.5,hr,soil water content gravimetric,30.33333333,%,3.109289617,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,3,24,hr,soil water content gravimetric,10.42016807,%,0.336134454,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,3,48,hr,soil water content gravimetric,7.731092437,%,1.008403361,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,4,24,hr,soil water content gravimetric,24.20168067,%,2.352941176,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,5,0,hr,soil water content gravimetric,30.74380165,%,4.886450448,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,5,0.5,hr,soil water content gravimetric,36.69421488,%,3.641919578,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,5,2,hr,soil water content gravimetric,34.04958678,%,4.269740954,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,6,0,hr,soil water content gravimetric,30.41322314,%,4.867004653,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,6,0.5,hr,soil water content gravimetric,39.33884298,%,2.677963747,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,6,2,hr,soil water content gravimetric,36.69421488,%,3.305785124,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,5,24,hr,soil water content gravimetric,31.07438017,%,3.741046832,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,5,47,hr,soil water content gravimetric,29.75206612,%,3.085399449,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,6,24,hr,soil water content gravimetric,32.72727273,%,3.606060606,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,6,47,hr,soil water content gravimetric,34.7107438,%,0.955922865,SE,15,plot/collar,Figure 5,,,,,N=14-16
150,3,0,hr,reco,66.66666667,mg m-2 h-1,11.02150538,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,3,0.5,hr,reco,102.3809524,mg m-2 h-1,15.28417819,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,3,2,hr,reco,111.9047619,mg m-2 h-1,15.13056836,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,3,4,hr,reco,97.61904762,mg m-2 h-1,15.3609831,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,4,0,hr,reco,66.66666667,mg m-2 h-1,13.44086022,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,4,0.5,hr,reco,254.7619048,mg m-2 h-1,82.98771121,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,3,24,hr,reco,84,mg m-2 h-1,9.6,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,3,48,hr,reco,79.2,mg m-2 h-1,7.2,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,4,24,hr,reco,103.2,mg m-2 h-1,9.6,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,5,0,hr,reco,76.92307692,mg m-2 h-1,11.17216117,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,5,0.5,hr,reco,57.69230769,mg m-2 h-1,13.73626374,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,5,2,hr,reco,38.46153846,mg m-2 h-1,9.157509158,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,6,0,hr,reco,76.92307692,mg m-2 h-1,5.494505495,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,6,0.5,hr,reco,50,mg m-2 h-1,16.66666667,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,6,2,hr,reco,46.15384615,mg m-2 h-1,10.98901099,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,5,24,hr,reco,64.8,mg m-2 h-1,10.2,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,5,48,hr,reco,69.6,mg m-2 h-1,7.819354839,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,6,24,hr,reco,48,mg m-2 h-1,4.451612903,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
150,6,48,hr,reco,67.2,mg m-2 h-1,18.81290323,SE,15,plot/collar,Figure 5,Varian CP-3800 gas chromatograph,,,,N=14-16
910,1,-1,day,t (transpiration),0.904761905,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,0,day,t (transpiration),0.654761905,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,1,day,t (transpiration),1.607142857,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,2,day,t (transpiration),2.119047619,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,3,day,t (transpiration),2.369047619,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,4,day,t (transpiration),2.44047619,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,5,day,t (transpiration),2.19047619,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,6,day,t (transpiration),2.273809524,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,7,day,t (transpiration),2.011904762,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,8,day,t (transpiration),1.952380952,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,9,day,t (transpiration),1.488095238,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,10,day,t (transpiration),1.25,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,-1,day,e (soil evap),1.660079051,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,0,day,e (soil evap),1.849802372,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,1,day,e (soil evap),2.57312253,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,2,day,e (soil evap),1.636363636,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,3,day,e (soil evap),0.23715415,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,4,day,e (soil evap),0.509881423,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,5,day,e (soil evap),0.00E+00,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,6,day,e (soil evap),0.011857708,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,7,day,e (soil evap),0.011857708,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,8,day,e (soil evap),0.04743083,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,9,day,e (soil evap),0.023715415,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,1,10,day,e (soil evap),0.23715415,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,-1,day,t (transpiration),0.747035573,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,0,day,t (transpiration),0.486166008,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,1,day,t (transpiration),0.996047431,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,2,day,t (transpiration),0.948616601,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,3,day,t (transpiration),0.960474308,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,4,day,t (transpiration),0.901185771,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,5,day,t (transpiration),0.841897233,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,6,day,t (transpiration),0.853754941,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,7,day,t (transpiration),0.782608696,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,8,day,t (transpiration),0.735177866,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,9,day,t (transpiration),0.664031621,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,10,day,t (transpiration),0.652173913,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,-1,day,e (soil evap),1.157480315,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,0,day,e (soil evap),2.05511811,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,1,day,e (soil evap),1.700787402,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,2,day,e (soil evap),0.673228346,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,3,day,e (soil evap),0.448818898,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,4,day,e (soil evap),0.342519685,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,5,day,e (soil evap),0.295275591,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,6,day,e (soil evap),0.236220472,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,7,day,e (soil evap),0.165354331,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,8,day,e (soil evap),0.153543307,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,9,day,e (soil evap),0.330708661,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,2,10,day,e (soil evap),0.153543307,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,-1,day,t (transpiration),0.271653543,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,0,day,t (transpiration),0.011811024,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,1,day,t (transpiration),0.708661417,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,2,day,t (transpiration),1.216535433,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,3,day,t (transpiration),1.830708661,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,4,day,t (transpiration),2.31496063,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,5,day,t (transpiration),2.527559055,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,6,day,t (transpiration),2.326771654,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,7,day,t (transpiration),2.208661417,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,8,day,t (transpiration),1.712598425,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,9,day,t (transpiration),1.334645669,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,10,day,t (transpiration),1.311023622,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,-1,day,e (soil evap),1.287401575,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,0,day,e (soil evap),2.952755906,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,1,day,e (soil evap),3.271653543,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,2,day,e (soil evap),2.173228346,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,3,day,e (soil evap),0.38976378,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,4,day,e (soil evap),0.047244094,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,5,day,e (soil evap),0.047244094,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,6,day,e (soil evap),0.047244094,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,7,day,e (soil evap),0.035433071,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,8,day,e (soil evap),0.12992126,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,9,day,e (soil evap),0.035433071,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,3,10,day,e (soil evap),0.035433071,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,-1,day,t (transpiration),0.511904762,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,0,day,t (transpiration),0.321428571,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,1,day,t (transpiration),0.761904762,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,2,day,t (transpiration),0.928571429,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,3,day,t (transpiration),1.166666667,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,4,day,t (transpiration),1.095238095,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,5,day,t (transpiration),1.071428571,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,6,day,t (transpiration),0.761904762,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,7,day,t (transpiration),0.94047619,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,8,day,t (transpiration),0.821428571,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,9,day,t (transpiration),0.714285714,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,10,day,t (transpiration),0.714285714,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,-1,day,e (soil evap),0.800796813,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,0,day,e (soil evap),1.15936255,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,1,day,e (soil evap),2.067729084,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,2,day,e (soil evap),1.529880478,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,3,day,e (soil evap),0.394422311,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,4,day,e (soil evap),0.28685259,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,5,day,e (soil evap),0.119521912,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,6,day,e (soil evap),0.38247012,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,7,day,e (soil evap),0.179282869,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,8,day,e (soil evap),0.239043825,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,9,day,e (soil evap),0.203187251,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
910,4,10,day,e (soil evap),0.155378486,mm day-1,,,,footprint,Figure 4,Eddy covariance,,,,
914,1,-1,day,et,0.144329897,mmol m-2 sec-1,0.047049413,SE,3,plot/collar,Fiugre 3,LI-7000 IRGA,,,,
914,1,1,day,et,2.077319588,mmol m-2 sec-1,0.136473516,SE,3,plot/collar,Fiugre 3,LI-7000 IRGA,,,,
914,1,3,day,et,2.216494845,mmol m-2 sec-1,0.323160327,SE,3,plot/collar,Fiugre 3,LI-7000 IRGA,,,,
914,1,7,day,et,1.283505155,mmol m-2 sec-1,0.216494845,SE,3,plot/collar,Fiugre 3,LI-7000 IRGA,,,,
914,1,15,day,et,0.701030928,mmol m-2 sec-1,0.147244934,SE,3,plot/collar,Fiugre 3,LI-7000 IRGA,,,,
914,2,-1,day,et,0.284482759,mmol m-2 sec-1,0.047123459,SE,3,plot/collar,Fiugre 3,LI-7000 IRGA,,,,
914,2,1,day,et,1.163793103,mmol m-2 sec-1,0.090092907,SE,3,plot/collar,Fiugre 3,LI-7000 IRGA,,,,
914,2,3,day,et,1.525862069,mmol m-2 sec-1,0.401599071,SE,3,plot/collar,Fiugre 3,LI-7000 IRGA,,,,
914,2,7,day,et,1.231034483,mmol m-2 sec-1,0.235286761,SE,3,plot/collar,Fiugre 3,LI-7000 IRGA,,,,
914,2,15,day,et,0.905172414,mmol m-2 sec-1,0.322806861,SE,3,plot/collar,Fiugre 3,LI-7000 IRGA,,,,
932,1,-1,day,observed leaf delta18O,10.45685279,parts per mil,0.75526842,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,1,0,day,observed leaf delta18O,-10.86294416,parts per mil,1.165974465,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,1,1,day,observed leaf delta18O,-4.61928934,parts per mil,0.528380249,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,1,2,day,observed leaf delta18O,-2.030456853,parts per mil,0.969850792,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,1,3,day,observed leaf delta18O,-19.69543147,parts per mil,0.149976927,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,1,3,day,observed leaf delta18O,1.472081218,parts per mil,3.37640363,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,1,10,day,observed leaf delta18O,6.192893401,parts per mil,1.382864175,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,2,-1,day,observed leaf delta18O,8.010204082,parts per mil,1.224489796,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,2,0,day,observed leaf delta18O,-18.62244898,parts per mil,3.06122449,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,2,1,day,observed leaf delta18O,-8.979591837,parts per mil,1.683673469,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,2,5,day,observed leaf delta18O,-2.551020408,parts per mil,4.744897959,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,2,10,day,observed leaf delta18O,-1.020408163,parts per mil,2.602040816,SE,3,plot/collar,Figure 4,Isoprime IRMS,,,,
932,1,-1,day,observed evaporation delta18O,-17.04545455,parts per mil,4.401776385,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,0,day,observed evaporation delta18O,-139.7727273,parts per mil,20.23249739,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,2,day,observed evaporation delta18O,-76.13636364,parts per mil,2.573145246,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,3,day,observed evaporation delta18O,-69.31818182,parts per mil,7.249216301,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,4,day,observed evaporation delta18O,-57.95454545,parts per mil,6.230407524,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,6,day,observed evaporation delta18O,-53.40909091,parts per mil,5.13322884,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,10,day,observed evaporation delta18O,-52.27272727,parts per mil,3.996865204,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,2,-1,day,observed evaporation delta18O,-16.1849711,parts per mil,3.468208092,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,2,0,day,observed evaporation delta18O,-157.2254335,parts per mil,12.71676301,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,2,2,day,observed evaporation delta18O,-102.8901734,parts per mil,8.092485549,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,2,3,day,observed evaporation delta18O,-80.92485549,parts per mil,5.780346821,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,2,4,day,observed evaporation delta18O,-68.20809249,parts per mil,3.468208092,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,2,6,day,observed evaporation delta18O,-53.17919075,parts per mil,4.624277457,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,2,10,day,observed evaporation delta18O,-58.95953757,parts per mil,4.624277457,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,-1,day,observed ET delta18O,-13.95348837,parts per mil,2.39279473,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,0,day,observed ET delta18O,-73.25581395,parts per mil,13.14020702,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,2,day,observed ET delta18O,-55.81395349,parts per mil,1.478693373,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,3,day,observed ET delta18O,-52.3255814,parts per mil,1.458529372,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,4,day,observed ET delta18O,-46.51162791,parts per mil,2.580992069,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,6,day,observed ET delta18O,-37.20930233,parts per mil,2.527221401,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,10,day,observed ET delta18O,-27.90697674,parts per mil,1.317381368,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
932,1,-1,day,modelled T delta18O,4.571428571,parts per mil,3.521056978,SE,3,plot/collar,Figure 4,WS-CRDS,,,,
